"x"	Positive	Negative
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
"RT @CassSeidenfeld: Thank you @Delta for great flights to Melissa &amp; Darren's Wedding #JFK  #LAS https://t.co/1JpEfc64no"	3	-1
