"x"	Positive	Negative
"RT @OttawaAvSpotter: Westjet's Mickey Mouse Sorcerer 737-800 landing on the first day of spring at Ottawa International. Thanks to @WestJet "	2	-1
"Do I have @WestJet Co. Flights provided for Me Anywhere,Anytime?"	1	-1
"RT @JanzenJon: Damn it @WestJet delay me for a day cause your crew can't clean up after themselves and then give a shit seat and offer a be "	1	-2
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"YEG say no to @Delta and yes to @WestJet."	1	-1
"@Delta https://t.co/gEGXTTpY31.Again.  300/family extra @yeg to @psp for \"unaccompanied adults\". @westjet last year, no issues.  1200 gone."	1	-1
"Dear @WestJet, next time you make me check my bag because of a plastic globe, do not give it back to me broken and refuse to replace it."	2	-2
"Thanks @WestJet for changing our pre selected seats &amp; putting us in the back of the plane.  Carry on in the middle. #BadStartToHoneymoon"	2	-1
"@WestJet Do Westjet dollars still expire, despite the Ontario law forbidding the expiry of reward points ?"	2	-3
"RT @WestJet: Ready to go!  U 2708  U FE0F  #WestJet  	1	-1
Photo via avop_photography on Instagram https://t.co/oNNdQncxhD"	1	-1
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"#Westjet #Encore #Bombardier #Q400	1	-1
\"@WestJet: Ready to go!  U 2708  U FE0F  #WestJet  	1	-1
Photo via avop_photography on Instagram https://t.co/9E3jZKes2A\""	1	-1
"Retweeted WestJet (@WestJet):	1	-2
Ready to go!  U 2708  U FE0F  #WestJet  	1	-1
Photo via avop_photography on Instagram... https://t.co/bHV9ynAj0Q"	1	-1
"RT @WestJet: Ready to go!  U 2708  U FE0F  #WestJet  	1	-1
Photo via avop_photography on Instagram https://t.co/oNNdQncxhD"	1	-1
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"@WestJet it is  437 one way it is way expensive . Why are you charging us in US dollars ? I live in Canada are our dollars not good enough"	1	-2
"@WestJet you're not even punctual either I've had to wait in line for hours to board your flights and they're so expensive and in US"	1	-2
"@WestJet o top of that I have to pay you in US dollars . You were supposed to be an economic airline . This is not economic like at all"	1	-2
"@WestJet because it's in US dollars . Why is that ? How is that ok ? It is not ok. I'm already grieving have to travel to bury my granddad"	1	-4
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"Love flying @WestJet -hate you partner with AA. First officer forgot to show! Going to miss my connection in LA. #justwanttogethome"	3	-4
"@WestJet your website is so misleading. I see  370 one way I think I'm getting a deal, to my surprise it's a whopping extra  100 plus"	1	-1
"@WestJet usually I don't complain much but westjet why in hell are you charging Canadian travellers airfare in US dollars?"	2	-2
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"RT @CalgaryChamber: Thank you @WestJet, RGO, @AirCanada, @CPA_AB and @intactinsurance for helping to make today's event with Minister @joec "	2	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"@WestJet then there is also the fact that I had to buy an emergency ticket from YVR to YYC due to weather and spend and extra 400"	1	-2
"@OttawaAvSpotter @WestJet @FlyYOW @BoeingAirplanes excellent  ed  U 00A0  U 00BD  ed  U 00B8  U 008E "	4	-1
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"@WestJet and further had to waste hours then next morning doubling back to the airport, affected entire itinerary for team in Canada"	1	-2
"@WestJet so hey the time we got to the rental car counter at 2am it was closed. Missed vehicles, had to pay many taxis"	2	-2
"@WestJet so when we landed we were stuck on in the plane. Then we couldn't locate one of our players medical supply boxes   you had no staff"	1	-1
"@WestJet your flight from LAS to YVR on March 5 delayed far beyond estimate then you didn't have staff at airport so we couldn't deplane."	1	-1
"@WestJet yes -- respond to my numerous calls, emails and web queries about refunds and compensation I am due."	1	-1
"I almost forgot how cramped @WestJet planes are . https://t.co/PPR1evn4RC"	1	-2
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"RT @JetPhotos: A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris Scott http "	1	-2
"RT @Stef74G: D apr s @WestJet Circulez, y a rien   voir   N emp che que les passagers ont du serrer les fesses, non ? https://t.co/LGWpHrWN "	1	-1
"Thanks to @AmericanAir @WestJet @delta @united for taking so long with refunds from you cancelled/delayed flights that I can't travel today"	2	-2
"A @Westjet 737 kicking up spray with reverse thrust on a wet runway in Barbados. https://t.co/SxlNL3EhbA   Terris S  https://t.co/gfvOB5IEoP"	1	-2
"@Stef74G @WestJet C'est fun!"	2	-1
"@Stef74G @WestJet j'ai lu l'article 500' c'est la distance de la c te pas l'altitude..."	1	-1
"@davfromptp @westjet Oui   et oui effectivement ;)"	1	-1
"@Stef74G @WestJet  C'est Saint Martin? Un peu bas sur le plan..."	1	-1
"@Stef74G @WestJet on a d  entendre quelques \"oh fuck fuck fuck\" sur la plage de Maho, aussi..."	1	-4
"RT @Stef74G: D apr s @WestJet Circulez, y a rien   voir   N emp che que les passagers ont du serrer les fesses, non ? https://t.co/LGWpHrWN "	1	-1
"D apr s @WestJet Circulez, y a rien   voir   N emp che que les passagers ont du serrer les fesses, non ?  https://t.co/jqbRtvpDUq"	1	-1
"RT @DanaTWick: @facingwestmusic @doug_dugie59 @TurnerGuitarLtd @USPS @WestJet would be pretty cool wonder what the flight no. Is Denver to "	3	-1
"RT @OttawaAvSpotter: Westjet's Mickey Mouse Sorcerer 737-800 landing on the first day of spring at Ottawa International. Thanks to @WestJet "	2	-1
"RT @JerryHollandJr: @WestJet #YQY - #YHZ - #YYZ - #YWG - hopefully leaving Nova Scotia, to Winnipeg to watch @ChrisStapleton &amp; @lindiortega "	1	-1
"RT @OttawaAvSpotter: Westjet's Mickey Mouse Sorcerer 737-800 landing on the first day of spring at Ottawa International. Thanks to @WestJet "	2	-1
"Hey @WestJet , I love you added flights at YUL and YQB, but none go to YTZ. Are there plans to maybe add it?"	3	-1
"@WestJet - Gotta love the weather!"	3	-1
"@WestJet - #YQY to #YHZ - Delayed - Just help us make it to #YWG! https://t.co/Yuc0bWCr8a"	1	-1
"RT @JerryHollandJr: @WestJet #YQY - #YHZ - #YYZ - #YWG - hopefully leaving Nova Scotia, to Winnipeg to watch @ChrisStapleton &amp; @lindiortega "	1	-1
"@WestJet #YQY - #YHZ - #YYZ - #YWG - hopefully leaving Nova Scotia, to Winnipeg to watch @ChrisStapleton &amp; @lindiortega tomorrow nite!"	1	-1
"@WestJet of service I won't ever be flying again"	1	-1
"Won't ever be flying @WestJet again"	1	-1
"Happy flying  :)  @westjet @ Kauai https://t.co/ah5HyqNgO3"	2	-1
"RT @KelseyMJohansen: There were some amazing #northernlights on my @WestJet flight crossing the Manitoba-Ontario border! Sadly they didn't "	2	-2
"There were some amazing #northernlights on my @WestJet flight crossing the Manitoba-Ontario border! Sadly they didn't photo well #aurora"	2	-2
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"@WestJet. I travel every two weeks and always @WestJet  U 2764  U FE0F  U 2764  U FE0F  U 2764  U FE0F  U 2764  U FE0F "	1	-1
"@WestJet whats going on on west flight 228 to halifax? Lots of talking amongst staff."	1	-1
"@WestJet Great flight as always. Didn't have to step out the emergency exits in disgust."	3	-4
"@WestJet was a Shorty Award nominee for the best social media #strategy campaign. This nomination is well deserved for #WestJetChristmas!"	2	-1
"@WestJet I'm traveling with my 2 yr old&amp;baby alone 2morrow yyz-yyc&amp; I'm somehow seated in the emergency exit that I'm not allowed to be in?"	2	-2
"@AirCanada @WestJet- Can you bring figure skates as carry on on your Canadian domestic flight?"	1	-1
"@WestJet Sure thing, thanks!"	2	-1
"@WestJet can't wait for our WestJet Vacation to Cuba!!!"	2	-1
"@WestJet Holy Cow! The price of flights from Toronto to Kelowna are more than 3x what they were a week ago. Guess I'm going nowhere!"	1	-1
"RT @TourismAbby: Abbotsford is easy to access by air with @yxxairport. Flights with @WestJet @newleaftravel &amp; @AirCanada in a no-hassle air "	1	-2
"Westjet's Mickey Mouse Sorcerer 737-800 landing on the first day of spring at Ottawa International. Thanks to  https://t.co/wBUl5fa1pa"	2	-1
"Hey @Delta &amp; @WestJet: Quick question, if I have a Delta flight operated by WestJet, who do I get my WestJet confirmation # from? Thanks!"	2	-1
"@WestJet No sterile cockpit after takeoff? Nobody on headset? Check reflection in co's glasses."	1	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"FACT :: #TorontoPearson serves as a hub for @AirCanada, @WestJet &amp; @FedEx Express."	1	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"@WestJet  ed  U 00A0  U 00BD  ed  U 00B8  U 0098 "	1	-1
"@WestJet great looking crew!  Only team to fly with in my eyes"	3	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"@son2tweets @victoriouscake helps when your country only has one network carrier! (sorry @westjet)"	1	-2
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"Props to @westjet for having complimentary wine on their flight https://t.co/dYDqnFtL9U"	2	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"@M_Adamthwaite @AirCanada @WestJet Lol I usually go by WJ anyways ed  U 00A0  U 00BD  ed  U 00B8  U 0082 "	2	-1
"@WestJet check out this special fundraiser and see if you can help bring this fam to SK https://t.co/RfR8ebj56h #OwnersCare"	2	-1
"RT @NYCAviation: ICYMI: Was @WestJet's \"Scary\" Approach Really As Bad As It Seemed? https://t.co/IGZf4qRshO 	1	-2
By @stratoduck #avgeek #SMS ht "	1	-1
"Airline Wifi Rankings: 1) Anything not named @WestJet"	1	-1
"Bye Calgary  ed  U 00A0  U 00BD  ed  U 00B8  U 0094  @WestJet https://t.co/nkrB4BMzcc"	1	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"@WestJet"	1	-1
"#SlideSlipSeat cool idea #ExtraRoom to groove. @WestJet @AirCanada @airtransat @SunwingVacay"	2	-1
"@WestJet   your better treatment of women would make me happy."	2	-1
"Hey @AirCanada I didn't choose you... Wish I could say \"Thank You \" but as usual I find myself saying I wish I'd fl  https://t.co/1pyDIHvW4y"	2	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"@WestJet We were onboard other day from Halifax-Winnipeg; with a baby, &amp; let me tell u of the exemplary service given by WestJet crew  ed  U 00A0  U 00BD  ed  U 00B1  U 008D  ed  U 00A0  U 00BC  ed  U 00BF  U 00BC  ed  U 00A0  U 00BD  ed  U 00B8  U 008A  ed  U 00A0  U 00BD  ed  U 00B1  U 008F  ed  U 00A0  U 00BC  ed  U 00BF  U 00BC "	2	-1
"@WestJet   Love flying WestJet...."	3	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"@WestJet let's partner for  @SHEroToSheEO part II !! 1 Room 220 Women Empowering Women! #Canada150 #Sponsorship  https://t.co/YtTHZBCWGL"	2	-1
"@AirCanada @WestJet what will this do for ppl wanting to watch movies on their own tablet have you heard of this  i  https://t.co/bzG9WgqFr1"	1	-1
"@WestJet Thank you for making me trust and feel safe with you and only you. If you don't fly somewhere, I'm not going.  U 2708  U FE0F "	2	-1
"RT @airfarewatchdog: #Houston #IAH to #Calgary #YYC #Canada  286 round-trip, nonstop, on @WestJet for spring travel https://t.co/VFjw8ijnOO "	1	-1
"Wonderful flight from Tampa to Halifax (though hard to leave sun and arrive to snow). Thank you, @WestJet #BestAirline"	3	-1
"WTH @WestJet ?!  https://t.co/6Q0qkME04n"	2	-1
"@WestJet it's nice to feel safe in the sky with you."	2	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"@MisNix_ @cFox @spencediamonds @WestJet Bought a  6000 engagement ring and I didn't even consider Spence because of Seans douchebag scream:)"	1	-4
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"@MisNix_ @cFox @spencediamonds @WestJet No Niki it's not part of the biz. It's just Sean being a douchebag with his screaming queen wooooooo"	2	-4
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"April Fools Day is less than two weeks away. Can't wait to see what @WestJet has up their sleeve this year."	1	-2
"Thanks @WestJet for a great little trip  to Ft McMurray! Even got home early and appreciated the waving of baggage fee in FM! #yyc to #ymm"	3	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"Looks like some grease on the flap @WestJet #yyc to #yeg https://t.co/Iia4emCLvN"	2	-1
"RT @NYCAviation: Was @WestJet's \"Scary\" Approach Really As Bad As It Seemed? https://t.co/DoIRLUpUW7	1	-2
By @stratoduck #avgeek #SMS https://t. "	1	-1
"@WestJet @YWGairport Early morning flight to CUN bring The Northen Lights, to light-up The Disney #magicplane  https://t.co/pt47H0kN8X"	1	-1
"RT @NYCAviation: ICYMI: Was @WestJet's \"Scary\" Approach Really As Bad As It Seemed? https://t.co/IGZf4qRshO 	1	-2
By @stratoduck #avgeek #SMS ht "	1	-1
"RT @TourismAbby: Abbotsford is easy to access by air with @yxxairport. Flights with @WestJet @newleaftravel &amp; @AirCanada in a no-hassle air "	1	-2
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"@delta great help from the duo at Pearson A14 getting our code share tiks with @WestJet and making a couple others  https://t.co/YF0GNprU0b"	3	-1
"@NYCAviation @S_DUB21 @WestJet @stratoduck it's amazing how everyone becomes pilots and criticizes when they see something from the ground  ed  U 00A0  U 00BD  ed  U 00B9  U 0084 "	3	-2
"RT @NYCAviation: ICYMI: Was @WestJet's \"Scary\" Approach Really As Bad As It Seemed? https://t.co/IGZf4qRshO 	1	-2
By @stratoduck #avgeek #SMS ht "	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @TourismAbby: Abbotsford is easy to access by air with @yxxairport. Flights with @WestJet @newleaftravel &amp; @AirCanada in a no-hassle air "	1	-2
"Really, really disappointed with @WestJet website &amp; booking system."	1	-3
"@WestJet hi, where is the option to add luggage when booking a flight?"	1	-1
"RT @TourismAbby: Abbotsford is easy to access by air with @yxxairport. Flights with @WestJet @newleaftravel &amp; @AirCanada in a no-hassle air "	1	-2
"RT @airfarewatchdog: #Houston #IAH to #Calgary #YYC #Canada  286 round-trip, nonstop, on @WestJet for spring travel https://t.co/VFjw8ijnOO "	1	-1
"Had the unexpected opportunity to sit in @WestJet \"Plus\" seating today.  Very nice.  #awesome"	3	-1
"RT @TourismAbby: Abbotsford is easy to access by air with @yxxairport. Flights with @WestJet @newleaftravel &amp; @AirCanada in a no-hassle air "	1	-2
"When @WestJet cancels your flight home and gives you no other options. #StrandedOnADesertIsland"	1	-2
"RT @TourismAbby: Abbotsford is easy to access by air with @yxxairport. Flights with @WestJet @newleaftravel &amp; @AirCanada in a no-hassle air "	1	-2
"ICYMI: Was @WestJet's \"Scary\" Approach Really As Bad As It Seemed? https://t.co/IGZf4qRshO 	1	-2
By @stratoduck #avgeek  https://t.co/IoxuRnocnF"	1	-1
"Urge @WestJet to Stop Selling SeaWorld Tickets! https://t.co/hjTIGyVfm6 via @PETA"	1	-1
"@BlueJays @A_Sanch41 @WestJet"	1	-1
"RT @WestJet: Here's some great in-flight footage of our always-magical #magicplane: http://t.co/q556yD4yaW. We'll be back on Twitter tomorr "	2	-1
